id_camion,orden_parada,nodo_ine,paquetes,km_tramo,tiempo_tramo_min,tiempo_acumulado_min,Id_Transportista,Centro_Origen
401,4,1103801,6,28.102822795390118,33.723387354468144,382.9175256756431,401,Amazon_SVQ1
401,5,Regreso_Amazon_SVQ1,0,102.74,95.05,477.9675256756431,401,Amazon_SVQ1
402,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,402,Amazon_SVQ1
402,2,1102001,40,81.12,62.15,222.15,402,Amazon_SVQ1
402,3,1102002,66,0.8506383653790529,1.0207660384548636,421.1707660384549,402,Amazon_SVQ1
402,4,1102004,1,0.976951716469757,1.1723420597637084,425.3431080982186,402,Amazon_SVQ1
402,5,Regreso_Amazon_SVQ1,0,77.33,54.32,479.6631080982186,402,Amazon_SVQ1
403,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,403,Amazon_SVQ1
403,2,1102002,109,78.76,56.5,423.5,403,Amazon_SVQ1
403,3,Regreso_Amazon_SVQ1,0,78.76,56.5,480.0,403,Amazon_SVQ1
404,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,404,Amazon_SVQ1
404,2,1102002,77,78.76,56.5,327.5,404,Amazon_SVQ1
404,3,1102004,32,0.976951716469757,1.1723420597637084,424.6723420597637,404,Amazon_SVQ1
404,4,Regreso_Amazon_SVQ1,0,77.33,54.32,478.9923420597637,404,Amazon_SVQ1
405,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,405,Amazon_SVQ1
405,2,1102003,105,81.91,61.22,416.22,405,Amazon_SVQ1
405,3,1102005,1,2.5104966326476297,3.0125959591771556,422.23259595917716,405,Amazon_SVQ1
405,4,Regreso_Amazon_SVQ1,0,78.81,55.96,478.19259595917714,405,Amazon_SVQ1
406,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,406,Amazon_SVQ1
406,2,1102003,49,81.91,61.22,248.22,406,Amazon_SVQ1
406,3,1102007,56,1.3201864001919763,1.5842236802303717,417.8042236802304,406,Amazon_SVQ1
406,4,1102006,1,2.179594999517054,2.6155139994204646,423.41973767965084,406,Amazon_SVQ1
406,5,Regreso_Amazon_SVQ1,0,77.81,54.96,478.3797376796508,406,Amazon_SVQ1
407,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,407,Amazon_SVQ1
407,2,1102004,110,77.33,54.32,424.32,407,Amazon_SVQ1
407,3,Regreso_Amazon_SVQ1,0,77.33,54.32,478.64,407,Amazon_SVQ1
408,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,408,Amazon_SVQ1
408,2,1102004,110,77.33,54.32,424.32,408,Amazon_SVQ1
408,3,Regreso_Amazon_SVQ1,0,77.33,54.32,478.64,408,Amazon_SVQ1
409,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,409,Amazon_SVQ1
