Nombre,Latitud,Longitud,Municipio,Tipo,Area_Ha,Descripcion,pendiente_pct,enp_dist_m,agua_dist_m,usos_dist_m,dist_autopista_km,autopista_cercana,cobertura_pct,poblacion_30km,dist_competencia_km,estacion_cercana,subst_dist_m,subst_encontrada,desv_centroide_km,concentracion_30km_pct,dist_nucleo_km,nucleo_cercano,motivos_rechazo,aprobado,eliminado_dedup
BAUBLOCK,36.611045,-6.191383,Cádiz,nave_industrial,1.41,OSM: nave_industrial | 1.4 ha | Cádiz,0.67,1256,,,0.42,nodo_260565973,21.0,787083,2.56,Amazon El Puerto de Santa María (Cádiz),474,True,3.99,82.0,9.26,Jerez de la Frontera,,True,True
Poligono_Almacen_001,37.569593,-5.430992,Sevilla,almacen,1.41,OSM: almacen | 1.4 ha | Sevilla,4.67,,149,0,6.84,487,43.9,134419,49.31,SEUR Hub Sevilla,,False,39.67,6.1,52.56,Dos Hermanas,F1(pendiente=4.7%) | F4(residential a 0 m (mín 200 m)) | F12(Dos Hermanas 52.6 km>50.0 km),False,False
Cisternas Amarillo SL,37.453155,-5.7649,Carmona,logistica,1.37,OSM: logistica | 1.4 ha | Sevilla,2.0,,264,0,0.19,519,44.3,1336671,17.27,SEUR Hub Sevilla,3851,True,15.09,73.4,20.4,Dos Hermanas,F4(residential a 0 m (mín 200 m)),False,False
Poligono_Nave_industrial_016,37.989935,-4.280544,Córdoba,nave_industrial,1.37,OSM: nave_industrial | 1.4 ha | Córdoba,3.0,,281,397,0.42,348,11.8,42859,49.34,Correos Express Hub Córdoba,1033,True,39.48,7.2,45.19,Córdoba,,True,True
Poligono_Nave_industrial_017,36.946944,-6.097069,Sevilla,nave_industrial,1.36,OSM: nave_industrial | 1.4 ha | Sevilla,1.33,,376,,11.97,53,57.5,362212,39.03,Amazon El Puerto de Santa María (Cádiz),2251,True,19.16,12.8,29.67,Jerez de la Frontera,,True,False
Poligono_Nave_industrial_018,37.388927,-5.95609,Sevilla,nave_industrial,1.34,OSM: nave_industrial | 1.3 ha | Sevilla,2.67,3347,393,257,1.23,2,45.0,1536349,3.12,SEUR Hub Sevilla,232,True,3.8,82.0,2.13,Dos Hermanas,,True,True
Poligono_Nave_industrial_019,37.463531,-6.000669,Sevilla,nave_industrial,1.32,OSM: nave_industrial | 1.3 ha | Sevilla,1.33,2685,377,397,2.83,nodo_1064874500,44.0,1448850,12.13,SEUR Hub Sevilla,314,True,11.07,79.9,8.53,Sevilla,,True,True
Poligono_Nave_industrial_020,37.926074,-4.643405,Córdoba,nave_industrial,1.32,OSM: nave_industrial | 1.3 ha | Córdoba,1.0,,,,3.51,391,16.0,369784,18.11,Correos Express Hub Córdoba,2854,True,18.43,54.6,12.65,Córdoba,,True,True
Harineras VILAFRANQUINA,36.505338,-6.264234,Cádiz,nave_industrial,1.31,OSM: nave_industrial | 1.3 ha | Cádiz,4.0,1117,361,114,1.83,1,20.4,676036,12.29,Amazon El Puerto de Santa María (Cádiz),57,True,13.01,74.6,3.25,Cádiz,F1(pendiente=4.0%) | F4(residential a 114 m (mín 200 m)),False,False
Poligono_Nave_industrial_021,36.727016,-5.927477,Cádiz,nave_industrial,1.23,OSM: nave_industrial | 1.2 ha | Cádiz,1.33,,242,94,1.0,15,28.3,437043,29.15,Amazon El Puerto de Santa María (Cádiz),2668,True,11.04,32.4,19.34,Jerez de la Frontera,F4(residential a 94 m (mín 200 m)),False,False
Plastienvase,37.857182,-4.891653,Córdoba,nave_industrial,1.2,OSM: nave_industrial | 1.2 ha | Córdoba,2.0,,338,237,7.97,3,17.6,387614,9.05,Correos Express Hub Córdoba,1970,True,12.43,51.6,10.44,Córdoba,,True,False
Antiguo Vivero Alcaidesa,36.270067,-5.37382,Cádiz,almacen,1.19,OSM: almacen | 1.2 ha | Cádiz,10.33,,155,,3.94,1098,8.7,262201,84.61,Amazon El Puerto de Santa María (Cádiz),3006,True,15.88,66.5,82.19,Jerez de la Frontera,F1(pendiente=10.3%) | F12(Jerez de la Frontera 82.2 km>50.0 km),False,False
Poligono_Nave_industrial_022,37.238267,-6.953219,Huelva,nave_industrial,1.14,OSM: nave_industrial | 1.1 ha | Huelva,2.33,,144,,1.14,15,11.2,326270,86.98,Amazon DSP Sevilla,822,True,9.69,65.4,2.52,Huelva,,True,True
Poligono_Nave_industrial_023,37.375456,-6.030347,Sevilla,nave_industrial,1.13,OSM: nave_industrial | 1.1 ha | Sevilla,6.67,,,268,0.29,15A,44.6,1487020,5.27,Amazon DSP Sevilla,763,True,5.43,80.6,4.48,Sevilla,F1(pendiente=6.7%),False,False
Poligono_Nave_industrial_024,37.192284,-6.926482,Huelva,nave_industrial,1.12,OSM: nave_industrial | 1.1 ha | Huelva,2.0,,,,1.67,nodo_9034942679,11.1,321054,85.57,Amazon DSP Sevilla,535,True,12.85,65.2,7.98,Huelva,,True,True
Poligono_Nave_industrial_025,37.710228,-5.283442,Córdoba,nave_industrial,1.12,OSM: nave_industrial | 1.1 ha | Córdoba,3.0,3171,,161,20.35,nodo_3056339523,20.6,140262,44.21,Correos Express Hub Córdoba,3283,True,13.17,13.4,48.51,Córdoba,F4(residential a 161 m (mín 200 m)) | F5(20.4 km>15.0 km),False,False
Poligono_Nave_industrial_026,37.221082,-5.88724,Sevilla,nave_industrial,1.12,OSM: nave_industrial | 1.1 ha | Sevilla,2.0,,580,,2.91,15,50.9,1430024,16.52,Amazon DSP Sevilla,1773,True,9.12,68.0,20.11,Dos Hermanas,,True,True
Poligono_Nave_industrial_027,37.900092,-4.72523,Córdoba,nave_industrial,1.11,OSM: nave_industrial | 1.1 ha | Córdoba,3.0,,,305,0.88,398,16.5,374922,11.06,Correos Express Hub Córdoba,2171,True,13.33,53.5,4.93,Córdoba,,True,True
Poligono_Nave_industrial_028,37.211314,-5.772255,Sevilla,nave_industrial,1.1,OSM: nave_industrial | 1.1 ha | Sevilla,1.0,,,217,3.19,nodo_1713120889,45.7,1220771,22.5,SEUR Hub Sevilla,2856,True,18.58,64.2,26.76,Dos Hermanas,,True,True
Poligono_Nave_industrial_029,37.272547,-5.942958,Sevilla,nave_industrial,1.05,OSM: nave_industrial | 1.1 ha | Sevilla,2.0,,,35,2.3,553,45.5,1466156,9.21,Amazon DSP Sevilla,1766,True,6.89,77.9,13.06,Dos Hermanas,F4(residential a 35 m (mín 200 m)),False,False
Poligono_Nave_industrial_030,37.350755,-7.012339,Huelva,nave_industrial,1.04,OSM: nave_industrial | 1.0 ha | Huelva,2.67,,,,1.69,94,11.4,329005,91.25,Amazon DSP Sevilla,4788,True,11.1,65.2,11.29,Huelva,,True,False
Poligono_Nave_industrial_031,37.320518,-7.078772,Huelva,nave_industrial,1.04,OSM: nave_industrial | 1.0 ha | Huelva,3.0,,508,,0.41,99,10.7,340749,97.2,Amazon DSP Sevilla,3592,True,13.73,71.6,12.97,Huelva,,True,True
Poligono_Nave_industrial_032,36.631934,-6.364253,Cádiz,nave_industrial,1.02,OSM: nave_industrial | 1.0 ha | Cádiz,3.33,1651,,164,12.61,9,20.5,649221,13.1,Amazon El Puerto de Santa María (Cádiz),359,True,18.54,69.9,13.48,Cádiz,F1(pendiente=3.3%) | F4(school a 164 m (mín 200 m)),False,False
Antigua Azucarera,37.58889,-5.735764,Tocina,nave_industrial,0.99,OSM: nave_industrial | 1.0 ha | Sevilla,2.0,,,0,13.46,514,43.4,572231,29.77,SEUR Hub Sevilla,3956,True,27.02,28.1,31.16,Sevilla,F4(residential a 0 m (mín 200 m)),False,False
Poligono_Nave_industrial_033,37.244798,-7.252443,Huelva,nave_industrial,0.99,OSM: nave_industrial | 1.0 ha | Huelva,3.0,,,,3.12,117,9.6,291705,113.16,Amazon DSP Sevilla,4033,True,25.8,68.2,26.58,Huelva,,True,False
Poligono_Nave_industrial_034,37.179194,-6.912071,Huelva,nave_industrial,0.98,OSM: nave_industrial | 1.0 ha | Huelva,2.0,,489,,3.6,nodo_9034942679,11.4,315209,84.64,Amazon DSP Sevilla,108,True,13.21,62.7,9.77,Huelva,,True,True
Poligono_Nave_industrial_035,37.683383,-5.306731,Córdoba,nave_industrial,0.97,OSM: nave_industrial | 1.0 ha | Córdoba,1.0,1722,,,17.58,nodo_3056339523,24.3,145412,47.07,Correos Express Hub Córdoba,,False,10.29,11.8,51.63,Córdoba,F5(17.6 km>15.0 km) | F12(Córdoba 51.6 km>50.0 km),False,False
Poligono_Nave_industrial_036,37.547156,-5.944541,Sevilla,nave_industrial,0.96,OSM: nave_industrial | 1.0 ha | Sevilla,4.0,58,579,0,10.36,nodo_1064874500,43.7,1401768,19.74,SEUR Hub Sevilla,4211,True,18.75,78.1,17.99,Sevilla,F1(pendiente=4.0%) | F2(ENP a 58 m (mín 500 m)) | F4(residential a 0 m (mín 200 m)),False,False
Poligono_Nave_industrial_037,37.522871,-6.082428,Sevilla,nave_industrial,0.96,OSM: nave_industrial | 1.0 ha | Sevilla,4.0,,,,1.2,798,43.4,1366843,21.24,Amazon DSP Sevilla,807,True,17.86,77.0,17.39,Sevilla,F1(pendiente=4.0%),False,False
Poligono_Nave_industrial_038,36.659392,-6.144389,Cádiz,nave_industrial,0.95,OSM: nave_industrial | 0.9 ha | Cádiz,12.0,2276,179,368,1.36,641,22.8,783914,8.7,Amazon El Puerto de Santa María (Cádiz),1171,True,3.81,74.8,2.6,Jerez de la Frontera,F1(pendiente=12.0%),False,False
Poligono_Nave_industrial_039,37.29302,-7.153468,Huelva,nave_industrial,0.89,OSM: nave_industrial | 0.9 ha | Huelva,1.67,,,288,4.31,105,10.3,340452,103.96,Amazon DSP Sevilla,637,True,18.81,74.4,18.11,Huelva,,True,False
Poligono_Nave_industrial_040,37.578573,-5.973717,Sevilla,nave_industrial,0.84,OSM: nave_industrial | 0.8 ha | Sevilla,11.67,,277,309,11.37,798,43.1,1266216,23.51,SEUR Hub Sevilla,637,True,21.34,72.3,21.18,Sevilla,F1(pendiente=11.7%),False,False
Poligono_Almacen_002,36.594468,-6.231526,Cádiz,almacen,0.84,OSM: almacen | 0.8 ha | Cádiz,2.33,1168,404,0,2.92,nodo_960792737,20.9,755898,2.01,Amazon El Puerto de Santa María (Cádiz),678,True,7.13,79.2,9.07,Cádiz,F4(residential a 0 m (mín 200 m)),False,False
Poligono_Nave_industrial_041,37.560688,-5.06942,Sevilla,nave_industrial,0.84,OSM: nave_industrial | 0.8 ha | Sevilla,4.0,,128,,2.7,450,20.2,148624,37.33,Correos Express Hub Córdoba,1825,True,11.47,14.7,44.46,Córdoba,F1(pendiente=4.0%) | F3(Agua a 128 m (mín 140 m)),False,False
Poligono_Nave_industrial_042,37.285365,-4.780263,Sevilla,nave_industrial,0.84,OSM: nave_industrial | 0.8 ha | Sevilla,1.67,,,,2.3,113,10.7,148899,59.47,Correos Express Hub Córdoba,3231,True,17.48,27.7,67.03,Córdoba,F12(Córdoba 67.0 km>50.0 km),False,False
Gar & Cía,36.52081,-6.232203,Cádiz,almacen,0.84,OSM: almacen | 0.8 ha | Cádiz,1.67,574,,177,0.46,3,20.6,704630,9.98,Amazon El Puerto de Santa María (Cádiz),606,True,10.24,76.1,5.09,Cádiz,F4(residential a 177 m (mín 200 m)),False,False
Poligono_Nave_industrial_043,36.697829,-6.114564,Cádiz,nave_industrial,0.84,OSM: nave_industrial | 0.8 ha | Cádiz,1.67,,133,,2.14,635,24.0,745011,13.56,Amazon El Puerto de Santa María (Cádiz),257,True,4.25,67.4,2.66,Jerez de la Frontera,F3(Agua a 133 m (mín 140 m)),False,False
Poligono_Nave_industrial_044,36.690429,-6.146463,Cádiz,nave_industrial,0.83,OSM: nave_industrial | 0.8 ha | Cádiz,3.33,614,409,85,1.35,nodo_309836383,23.7,754643,11.09,Amazon El Puerto de Santa María (Cádiz),360,True,5.57,69.4,1.26,Jerez de la Frontera,F1(pendiente=3.3%) | F4(school a 85 m (mín 200 m)),False,False
Schott Solar CSP,37.504416,-6.244249,Aznalcollar,nave_industrial,0.81,OSM: nave_industrial | 0.8 ha | Sevilla,2.33,1691,375,,13.59,795,43.4,1035632,28.97,Amazon DSP Sevilla,1422,True,22.94,57.8,26.49,Sevilla,,True,True
Poligono_Nave_industrial_045,36.665002,-6.130555,Cádiz,nave_industrial,0.79,OSM: nave_industrial | 0.8 ha | Cádiz,3.67,2084,,,2.15,640,22.9,788907,10.05,Amazon El Puerto de Santa María (Cádiz),343,True,3.68,74.8,1.98,Jerez de la Frontera,F1(pendiente=3.7%),False,False
Poligono_Almacen_003,36.533199,-6.128425,Cádiz,almacen,0.78,OSM: almacen | 0.8 ha | Cádiz,2.67,3166,,209,3.14,101,21.7,708960,11.82,Amazon El Puerto de Santa María (Cádiz),2107,True,5.84,73.0,14.33,Cádiz,,True,False
Muebles Escalu,37.353383,-4.998364,Sevilla,nave_industrial,0.78,OSM: nave_industrial | 0.8 ha | Sevilla,3.33,,,0,10.44,97,19.9,161070,54.75,Correos Express Hub Córdoba,,False,28.03,16.1,62.52,Córdoba,F1(pendiente=3.3%) | F4(residential a 0 m (mín 200 m)) | F12(Córdoba 62.5 km>50.0 km),False,False
Poligono_Nave_industrial_046,37.343188,-4.996093,Sevilla,nave_industrial,0.77,OSM: nave_industrial | 0.8 ha | Sevilla,3.33,,221,,9.3,97,20.0,156439,55.76,Correos Express Hub Córdoba,,False,28.98,15.6,63.54,Córdoba,F1(pendiente=3.3%) | F12(Córdoba 63.5 km>50.0 km),False,False
Poligono_Nave_industrial_047,37.31389,-6.850104,Huelva,nave_industrial,0.75,OSM: nave_industrial | 0.8 ha | Huelva,2.67,,92,98,1.1,75,13.8,345367,77.03,Amazon DSP Sevilla,450,True,7.85,56.2,10.83,Huelva,F3(Agua a 92 m (mín 140 m)) | F4(residential a 98 m (mín 200 m)),False,False
Poligono_Nave_industrial_048,36.649727,-6.126377,Cádiz,nave_industrial,0.74,OSM: nave_industrial | 0.7 ha | Cádiz,3.33,,354,,3.28,641,22.8,770211,9.45,Amazon El Puerto de Santa María (Cádiz),2062,True,2.16,73.5,3.71,Jerez de la Frontera,F1(pendiente=3.3%),False,False
Poligono_Nave_industrial_049,37.200904,-5.795917,Sevilla,nave_industrial,0.74,OSM: nave_industrial | 0.7 ha | Sevilla,1.33,,385,286,1.72,nodo_1713120889,48.8,1236644,22.23,SEUR Hub Sevilla,782,True,15.79,61.3,26.26,Dos Hermanas,,True,True
Poligono_Nave_industrial_050,37.4151,-5.957065,Sevilla,nave_industrial,0.73,OSM: nave_industrial | 0.7 ha | Sevilla,3.0,,447,,0.92,nodo_206128434,44.7,1508663,5.56,SEUR Hub Sevilla,377,True,6.13,81.3,3.73,Sevilla,,True,True
Poligono_Nave_industrial_051,36.910191,-5.968095,Sevilla,nave_industrial,0.72,OSM: nave_industrial | 0.7 ha | Sevilla,1.67,,,,0.21,53,58.1,310363,40.22,Amazon El Puerto de Santa María (Cádiz),4485,True,20.85,11.3,29.5,Jerez de la Frontera,,True,False
Poligono_Almacen_004,37.206614,-4.774485,Sevilla,almacen,0.72,OSM: almacen | 0.7 ha | Sevilla,1.33,,61,96,1.92,120,10.0,113693,53.51,Amazon DQA3 Málaga,228,True,23.22,22.4,70.27,Algeciras,F3(Agua a 61 m (mín 140 m)) | F4(residential a 96 m (mín 200 m)) | F12(Algeciras 70.3 km>50.0 km),False,False
Poligono_Nave_industrial_052,37.367504,-5.900144,Sevilla,nave_industrial,0.71,OSM: nave_industrial | 0.7 ha | Sevilla,2.33,,241,,1.4,5,45.0,1539815,2.65,SEUR Hub Sevilla,1247,True,4.87,82.2,7.36,Dos Hermanas,,True,True
Poligono_Nave_industrial_053,37.288746,-5.914452,Sevilla,nave_industrial,0.69,OSM: nave_industrial | 0.7 ha | Sevilla,3.33,,520,277,2.46,19,45.6,1479094,8.94,Amazon DSP Sevilla,807,True,6.06,78.3,12.29,Dos Hermanas,F1(pendiente=3.3%),False,False
Poligono_Nave_industrial_054,38.157314,-5.833986,Sevilla,nave_industrial,0.69,OSM: nave_industrial | 0.7 ha | Sevilla,2.0,,130,,36.73,730,2.4,9429,87.95,SEUR Hub Sevilla,,False,41.02,6.9,86.51,Sevilla,"F3(Agua a 130 m (mín 140 m)) | F5(36.7 km>15.0 km) | F7(población 9,429 hab. en 30 km) | F12(Sevilla 86.5 km>50.0 km)",False,False
Poligono_Nave_industrial_055,37.294751,-7.127727,Huelva,nave_industrial,0.68,OSM: nave_industrial | 0.7 ha | Huelva,4.0,,303,,4.46,105,10.4,340452,101.67,Amazon DSP Sevilla,1565,True,17.05,73.4,15.93,Huelva,F1(pendiente=4.0%),False,False
Nanta,37.290038,-5.899539,Sevilla,nave_industrial,0.68,OSM: nave_industrial | 0.7 ha | Sevilla,3.33,,,92,2.2,11,45.6,1487079,9.29,SEUR Hub Sevilla,971,True,6.78,78.7,12.84,Dos Hermanas,F1(pendiente=3.3%) | F4(residential a 92 m (mín 200 m)),False,False
Poligono_Nave_industrial_056,37.411527,-5.888436,Sevilla,nave_industrial,0.67,OSM: nave_industrial | 0.7 ha | Sevilla,1.33,,254,,1.97,532,45.0,1538305,5.9,SEUR Hub Sevilla,616,True,7.62,82.2,8.56,Dos Hermanas,,True,True
Poligono_Nave_industrial_057,36.642923,-6.132434,Cádiz,nave_industrial,0.67,OSM: nave_industrial | 0.7 ha | Cádiz,4.67,2838,262,333,3.33,641,22.3,756323,8.63,Amazon El Puerto de Santa María (Cádiz),2344,True,2.52,73.8,4.36,Jerez de la Frontera,F1(pendiente=4.7%),False,False
Poligono_Nave_industrial_058,37.272909,-4.811831,Sevilla,nave_industrial,0.65,OSM: nave_industrial | 0.7 ha | Sevilla,8.33,,247,,0.44,113,10.8,123468,60.84,Correos Express Hub Córdoba,3445,True,18.19,22.7,68.48,Córdoba,F1(pendiente=8.3%) | F12(Córdoba 68.5 km>50.0 km),False,False
Poligono_Nave_industrial_059,37.160052,-6.498865,Huelva,nave_industrial,0.65,OSM: nave_industrial | 0.7 ha | Huelva,1.0,,,,1.87,25,52.7,126093,50.55,Amazon DSP Sevilla,1700,True,31.08,4.8,41.73,Huelva,,True,True
Poligono_Nave_industrial_060,37.071848,-5.090357,Sevilla,nave_industrial,0.64,OSM: nave_industrial | 0.6 ha | Sevilla,4.0,,,118,17.37,84,8.9,71630,59.25,Amazon DQA3 Málaga,,False,22.04,15.6,73.16,Algeciras,F1(pendiente=4.0%) | F4(residential a 118 m (mín 200 m)) | F5(17.4 km>15.0 km) | F12(Algeciras 73.2 km>50.0 km),False,False
Poligono_Nave_industrial_061,37.902387,-4.706399,Córdoba,nave_industrial,0.64,OSM: nave_industrial | 0.6 ha | Córdoba,9.67,,144,238,1.7,396,16.4,378397,12.31,Correos Express Hub Córdoba,1520,True,14.31,54.1,6.6,Córdoba,F1(pendiente=9.7%),False,False
Poligono_Nave_industrial_062,37.6624,-4.721196,Córdoba,nave_industrial,0.62,OSM: nave_industrial | 0.6 ha | Córdoba,3.0,,,246,3.42,16,17.9,430348,18.84,Correos Express Hub Córdoba,6473,True,4.93,55.4,25.62,Córdoba,,True,False
Supply Bldg 55,36.640179,-6.353352,Cádiz,nave_industrial,0.62,OSM: nave_industrial | 0.6 ha | Cádiz,2.67,2942,,,11.52,9,20.5,649221,12.36,Amazon El Puerto de Santa María (Cádiz),1530,True,17.78,69.7,13.85,Cádiz,,True,False
SYRSA Automoción (Renault),37.403718,-5.959269,Sevilla,nave_industrial,0.61,OSM: nave_industrial | 0.6 ha | Sevilla,2.67,,,175,0.76,nodo_206128450,44.7,1544642,4.55,SEUR Hub Sevilla,84,True,4.91,83.0,2.67,Sevilla,F4(nursing_home a 175 m (mín 200 m)),False,False
Poligono_Nave_industrial_063,37.291797,-6.897511,Huelva,nave_industrial,0.61,OSM: nave_industrial | 0.6 ha | Huelva,1.67,1747,453,,1.72,80,11.9,332059,81.39,Amazon DSP Sevilla,1905,True,4.7,62.6,5.98,Huelva,,True,True
Poligono_Nave_industrial_064,37.610996,-4.734442,Córdoba,nave_industrial,0.6,OSM: nave_industrial | 0.6 ha | Córdoba,10.67,,,0,3.14,27,17.9,145998,23.94,Correos Express Hub Córdoba,278,True,8.97,16.4,31.08,Córdoba,F1(pendiente=10.7%) | F4(residential a 0 m (mín 200 m)),False,False
Poligono_Nave_industrial_065,37.499631,-6.012193,Sevilla,nave_industrial,0.6,OSM: nave_industrial | 0.6 ha | Sevilla,1.67,,203,,5.04,805,43.8,1445497,16.14,SEUR Hub Sevilla,2803,True,14.86,80.0,12.67,Sevilla,,True,True
Poligono_Nave_industrial_066,36.712054,-6.126514,Cádiz,nave_industrial,0.59,OSM: nave_industrial | 0.6 ha | Cádiz,3.67,2466,,,0.53,635,25.0,735026,14.08,Amazon El Puerto de Santa María (Cádiz),812,True,3.75,63.8,3.47,Jerez de la Frontera,F1(pendiente=3.7%),False,False
Poligono_Nave_industrial_067,37.393539,-5.956584,Sevilla,nave_industrial,0.59,OSM: nave_industrial | 0.6 ha | Sevilla,1.0,,,278,1.1,nodo_206120407,44.9,1536349,3.52,SEUR Hub Sevilla,182,True,4.1,82.3,2.22,Dos Hermanas,,True,True
Poligono_Nave_industrial_068,36.281102,-5.429439,Cádiz,nave_industrial,0.58,OSM: nave_industrial | 0.6 ha | Cádiz,4.33,94,71,238,8.43,116,9.6,264796,79.61,Amazon El Puerto de Santa María (Cádiz),3838,True,13.94,61.2,77.39,Jerez de la Frontera,F1(pendiente=4.3%) | F2(ENP a 94 m (mín 500 m): Parque Natural los Alcorno) | F3(Agua a 71 m (mín 140 m)) | F12(Jerez de la Frontera 77.4 km>50.0 km),False,False
Poligono_Nave_industrial_069,36.866014,-5.645709,Cádiz,nave_industrial,0.58,OSM: nave_industrial | 0.6 ha | Cádiz,13.33,,490,0,17.46,27,36.6,128756,58.56,Amazon El Puerto de Santa María (Cádiz),1457,True,35.21,6.8,48.31,Jerez de la Frontera,F1(pendiente=13.3%) | F4(residential a 0 m (mín 200 m)) | F5(17.5 km>15.0 km),False,False
Poligono_Nave_industrial_070,37.304813,-6.374002,Huelva,nave_industrial,0.58,OSM: nave_industrial | 0.6 ha | Huelva,2.67,2096,,,5.56,34,48.9,412470,35.2,Amazon DSP Sevilla,4109,True,20.96,19.7,35.85,Sevilla,,True,False
Poligono_Nave_industrial_071,37.687107,-4.476611,Córdoba,nave_industrial,0.57,OSM: nave_industrial | 0.6 ha | Córdoba,2.0,,143,0,20.82,27,16.2,132942,32.04,Correos Express Hub Córdoba,,False,21.13,16.3,34.76,Córdoba,F4(residential a 0 m (mín 200 m)) | F5(20.8 km>15.0 km),False,False
Poligono_Nave_industrial_072,37.783111,-6.80257,Huelva,nave_industrial,0.57,OSM: nave_industrial | 0.6 ha | Huelva,6.67,,279,142,49.15,87,9.6,60673,87.04,Amazon DSP Sevilla,133,True,43.16,13.5,59.56,Huelva,F1(pendiente=6.7%) | F4(residential a 142 m (mín 200 m)) | F5(49.1 km>15.0 km) | F12(Huelva 59.6 km>50.0 km),False,False
Poligono_Nave_industrial_073,37.311385,-6.845259,Huelva,nave_industrial,0.57,OSM: nave_industrial | 0.6 ha | Huelva,1.33,,75,0,1.28,75,13.8,334187,76.62,Amazon DSP Sevilla,467,True,7.49,54.5,11.05,Huelva,F3(Agua a 75 m (mín 140 m)) | F4(residential a 0 m (mín 200 m)),False,False
Poligono_Nave_industrial_074,37.537237,-6.034324,Sevilla,nave_industrial,0.55,OSM: nave_industrial | 0.6 ha | Sevilla,2.0,,185,,4.33,798,43.5,1364534,20.75,SEUR Hub Sevilla,3040,True,17.88,76.7,17.2,Sevilla,,True,False
Kaura Coproducts (C3),37.488681,-6.094368,Sevilla,nave_industrial,0.55,OSM: nave_industrial | 0.6 ha | Sevilla,3.0,,95,,2.95,798,43.9,1418427,18.43,Amazon DSP Sevilla,970,True,15.59,78.6,14.92,Sevilla,F3(Agua a 95 m (mín 140 m)),False,False
Poligono_Nave_industrial_075,37.396757,-5.945927,Sevilla,nave_industrial,0.54,OSM: nave_industrial | 0.5 ha | Sevilla,2.33,,,174,0.15,nodo_206120407,44.8,1541021,3.29,SEUR Hub Sevilla,386,True,4.65,82.6,3.23,Dos Hermanas,F4(school a 174 m (mín 200 m)),False,False
Cernaval,36.174359,-5.378589,Cádiz,almacen,0.54,OSM: almacen | 0.5 ha | Cádiz,3.0,,,80,0.98,3,8.4,274460,89.55,Amazon El Puerto de Santa María (Cádiz),397,True,16.21,72.9,88.26,Jerez de la Frontera,F4(residential a 80 m (mín 200 m)) | F12(Jerez de la Frontera 88.3 km>50.0 km),False,False
Poligono_Nave_industrial_076,37.381171,-5.917635,Sevilla,nave_industrial,0.53,OSM: nave_industrial | 0.5 ha | Sevilla,2.0,,,,1.64,nodo_249613175,45.0,1540882,1.65,SEUR Hub Sevilla,710,True,4.47,82.3,5.54,Dos Hermanas,,True,True
Poligono_Nave_industrial_077,37.906883,-4.71003,Córdoba,nave_industrial,0.53,OSM: nave_industrial | 0.5 ha | Córdoba,5.0,,479,84,2.1,396,16.5,376336,12.48,Correos Express Hub Córdoba,981,True,14.5,53.7,6.43,Córdoba,F1(pendiente=5.0%) | F4(residential a 84 m (mín 200 m)),False,False
Poligono_Nave_industrial_078,36.714012,-6.109703,Cádiz,nave_industrial,0.53,OSM: nave_industrial | 0.5 ha | Cádiz,2.67,,,,0.34,633,25.1,740542,15.18,Amazon El Puerto de Santa María (Cádiz),821,True,3.25,64.1,4.31,Jerez de la Frontera,,True,True
Poligono_Nave_industrial_079,37.319066,-6.823348,Huelva,nave_industrial,0.52,OSM: nave_industrial | 0.5 ha | Huelva,2.33,,,,1.38,75,14.2,349469,74.64,Amazon DSP Sevilla,1996,True,7.08,55.2,13.15,Huelva,,True,False
Poligono_Nave_industrial_080,37.444923,-4.215837,Córdoba,nave_industrial,0.51,OSM: nave_industrial | 0.5 ha | Córdoba,13.0,2001,227,118,21.22,47,6.4,133778,46.8,Amazon DQA8 Escúzar (Granada),2283,True,30.57,41.2,69.93,Córdoba,F1(pendiente=13.0%) | F4(residential a 118 m (mín 200 m)) | F5(21.2 km>15.0 km) | F12(Córdoba 69.9 km>50.0 km),False,False
Poligono_Almacen_005,37.91614,-4.725628,Córdoba,almacen,0.51,OSM: almacen | 0.5 ha | Córdoba,5.0,,61,387,2.46,398,16.5,374143,12.53,Correos Express Hub Córdoba,1269,True,14.58,53.5,5.65,Córdoba,F1(pendiente=5.0%) | F3(Agua a 61 m (mín 140 m)),False,False
